"","current_seq_name","a_ratio","c_ratio","g_ratio","t_ratio","date"
"29","KY417142        Bat SARS-like coronavirus isolate As6526, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285142318821075,0.20166879752372,0.20907072202409,0.304118161631115,NA
"30","KY417151        Bat SARS-like coronavirus isolate Rs7327, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285242872228089,0.200831573389652,0.207761351636748,0.306164202745512,NA
"31","OK017847        Sarbecovirus sp. isolate YN2016A, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284770410704207,0.201102294232876,0.20774262093695,0.306384674125967,NA
"32","KY417145        Bat SARS-like coronavirus isolate Rf4092, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283838825865958,0.202679503147406,0.210152489312283,0.303329181674353,NA
"33","KY417144        Bat SARS-like coronavirus isolate Rs4084, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285047199919374,0.201397520744449,0.20808277622871,0.305472503107468,NA
"34","KY417146        Bat SARS-like coronavirus isolate Rs4231, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284630108465697,0.200879814634474,0.20867053964203,0.305819537257799,NA
"35","OK017858        Sarbecovirus sp. isolate YN2020H, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285297608953705,0.201187044259793,0.207970154315754,0.305545192470748,NA
"36","KY417148        Bat SARS-like coronavirus isolate Rs4247, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285675857431069,0.200806993947545,0.209045057162071,0.304472091459314,NA
"37","KY417149        Bat SARS-like coronavirus isolate Rs4255, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285642232683255,0.200941492938803,0.209011432414257,0.304404841963685,NA
"38","KY417150        Bat SARS-like coronavirus isolate Rs4874, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285007258809555,0.200574105846641,0.208327834235185,0.306090801108618,NA
"39","KT444582        SARS-like coronavirus WIV16, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284478489120745,0.200680159804537,0.208373229438373,0.306468121636346,NA
"40","KY417143        Bat SARS-like coronavirus isolate Rs4081, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285426054206739,0.201459412199879,0.209227251328267,0.303887282265115,NA
"41","KY417152        Bat SARS-like coronavirus isolate Rs9401, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285023180810321,0.200194853188201,0.208056171470806,0.306725794530673,NA
"42","KC881006        Bat SARS-like coronavirus Rs3367, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285910906710531,0.20014099164121,0.207861962469368,0.306086139178892,NA
"43","KF367457        Bat SARS-like coronavirus WIV1, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285488022173827,0.200026397413054,0.207681647198575,0.306803933214545,NA
"44","KY417147        Bat SARS-like coronavirus isolate Rs4237, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285795951308091,0.200383347905037,0.209227251328267,0.304593449458605,NA
"45","KJ473816        BtRs-BetaCoV/YN2013, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.282410266968636,0.200569624596802,0.210452268203967,0.306567840230595,NA
"46","KC881005        Bat SARS-like coronavirus RsSHC014, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.28545045498808,0.201000637990665,0.208119270675934,0.305429636345321,NA
"47","MK211377        Coronavirus BtRs-BetaCoV/YN2018C, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285132039881434,0.202068175693883,0.208838587981676,0.303961196443007,NA
"48","MK211378        Coronavirus BtRs-BetaCoV/YN2018D, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.28539273774453,0.201747707788554,0.208566416206018,0.304293138260898,NA
"49","OK017849        Sarbecovirus sp. isolate YN2016C, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284912676804569,0.20061093034066,0.207782721296235,0.306693671558536,NA
"50","OK017850        Sarbecovirus sp. isolate YN2016D, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284803612337727,0.200869882798234,0.207875427471032,0.306451077393008,NA
"51","MK211376        Coronavirus BtRs-BetaCoV/YN2018B, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284854895220467,0.200832947709394,0.207608911218351,0.306703245851788,NA
"52","OK017851        Sarbecovirus sp. isolate YN2016E, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284803612337727,0.200903084431754,0.207875427471032,0.306417875759487,NA
"53","OK017821        Sarbecovirus sp. isolate GD2017O, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.28497461928934,0.199492385786802,0.210998307952623,0.304534686971235,NA
"54","OK017820        Sarbecovirus sp. isolate GD2017N, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.28498917162967,0.199445046020574,0.210950189496481,0.304615592853276,NA
"55","OK017818        Sarbecovirus sp. isolate GD2017L, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284906937394247,0.199526226734349,0.210998307952623,0.304568527918782,NA
"56","OK017817        Sarbecovirus sp. isolate GD2017K, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284906937394247,0.199526226734349,0.210998307952623,0.304568527918782,NA
"57","OK017816        Sarbecovirus sp. isolate GD2017J, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284873096446701,0.199526226734349,0.211032148900169,0.304568527918782,NA
"58","OK017815        Sarbecovirus sp. isolate GD2017I, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284873096446701,0.199526226734349,0.210998307952623,0.304602368866328,NA
"59","OK017814        Sarbecovirus sp. isolate GD2017H, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.28497461928934,0.199424703891709,0.210998307952623,0.304602368866328,NA
"60","OK017812        Sarbecovirus sp. isolate GD2016B, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284736574623073,0.200067762154837,0.211079112315772,0.304116550906319,NA
"61","OK017819        Sarbecovirus sp. isolate GD2017M, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283407251921319,0.198936926566679,0.211192741307513,0.306463080204489,NA
"62","OK017813        Sarbecovirus sp. isolate GD2017G, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283407251921319,0.198869214883028,0.211192741307513,0.30653079188814,NA
"63","OK017828        Sarbecovirus sp. isolate GD2019E, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285685279187817,0.200406091370558,0.209780033840948,0.304128595600677,NA
"64","OK017826        Sarbecovirus sp. isolate GD2019B, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285298497360227,0.200318126438338,0.210132665493434,0.304250710708001,NA
"65","OK017825        Sarbecovirus sp. isolate GD2019A, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285404893235424,0.200230110656154,0.210145172752191,0.304219823356232,NA
"66","OK017827        Sarbecovirus sp. isolate GD2019D, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285477375029614,0.200392594848885,0.210038244153383,0.304091785968119,NA
"67","OK017824        Sarbecovirus sp. isolate GD2017W, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285032332328943,0.200562006974303,0.210447912787351,0.303957747909402,NA
"68","OK017822        Sarbecovirus sp. isolate GD2017P, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285239902412578,0.200257522363784,0.210422878828951,0.304079696394687,NA
"69","OK017823        Sarbecovirus sp. isolate GD2017Q, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.296760639739767,0.209914611005693,0.204459203036053,0.288865546218487,NA
"70","GQ153548        Bat SARS coronavirus HKU3-13, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283292896616795,0.200195444129937,0.211450330233185,0.305061329020084,NA
"71","GQ153539        Bat SARS coronavirus HKU3-4, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283304716695283,0.1999798000202,0.211695788304212,0.305019694980305,NA
"72","GQ153545        Bat SARS coronavirus HKU3-10, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.28328955344514,0.199973058530343,0.211557890482926,0.305179497541591,NA
"73","GQ153544        Bat SARS coronavirus HKU3-9, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.28328955344514,0.199939381693271,0.211557890482926,0.305213174378662,NA
"74","MT782115        Mutant Bat SARS coronavirus HKU3 isolate icHKU3-SRBD-MA, complete|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283776068777916,0.200020149780032,0.211404775497867,0.304799005944185,NA
"75","MT782114        Mutant Bat SARS coronavirus HKU3 isolate icHKU3-SRBD, complete|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283776068777916,0.199986566813312,0.211404775497867,0.304832588910904,NA
"76","DQ022305        Bat SARS coronavirus HKU3-1, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284152453998049,0.199885625862011,0.211289400208565,0.304672519931376,NA
"77","DQ084200        bat SARS coronavirus HKU3-3, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284204503382586,0.199892295782707,0.211335868870115,0.304567331964592,NA
"78","GQ153546        Bat SARS coronavirus HKU3-11, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.28328955344514,0.200006735367414,0.211557890482926,0.305145820704519,NA
"79","GQ153540        Bat SARS coronavirus HKU3-5, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283405716594283,0.2001144665522,0.211527455139212,0.304952361714305,NA
"80","GQ153547        Bat SARS coronavirus HKU3-12, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283742382924284,0.1998114668552,0.210955122378211,0.305491027842305,NA
"81","GQ153541        Bat SARS coronavirus HKU3-6, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283338383328283,0.2000807999192,0.211662121671212,0.304918695081305,NA
"82","DQ084199        bat SARS coronavirus HKU3-2, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283423720820561,0.199952841311012,0.211675144002425,0.304948293866002,NA
"83","GQ153543        Bat SARS coronavirus HKU3-8, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283119946091644,0.198921832884097,0.211893530997305,0.306064690026954,NA
"84","GQ153542        Bat SARS coronavirus HKU3-7, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283223960962477,0.199158674070335,0.211845869089685,0.305771495877503,NA
"85","OK017843        Sarbecovirus sp. isolate JX2021N, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285100044012594,0.198801503199377,0.210312489420049,0.305785963367979,NA
"86","OK017842        Sarbecovirus sp. isolate JX2021M, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.284828032859529,0.199440978968538,0.20993966663258,0.305791321539353,NA
"87","OK017808        Sarbecovirus sp. isolate FJ2021A, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.28374561910919,0.200006805267277,0.211167443601347,0.305080132022185,NA
"88","KF294457        Bat SARS-like coronavirus isolate Longquan-140 orf1ab polyprotein, nucleocapsid protein genes, complete cds|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.285276176995922,0.198362147406733,0.209988878778688,0.306372796818657,NA
"89","OK017838        Sarbecovirus sp. isolate JX2021G, complete genome|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Nidovirales|Cornidovirineae|Coronaviridae|Orthocoronavirinae|Betacoronavirus|Sarbecovirus",0.283834203921037,0.19917237636524,0.211077945865274,0.30591547384845,NA
